L5 

|      :date | :amount |                                    :from |        :id | :sucursal |
|------------+---------+------------------------------------------+------------+-----------|
| 05/06/2019 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA BANVIVIEN |   27747463 |         0 |
| 05/07/2019 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |   71752302 |         0 |
| 07/08/2019 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  117005361 |         0 |
| 06/09/2019 |  126.00 | EFIGENIA COGLEY Pago de mantenimiento de |  160685740 |         0 |
| 02/10/2019 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  199818820 |         0 |
| 06/11/2019 |  126.00 | EFIGENIA COGLEY Pago de mantenimiento de |  247361266 |         0 |
| 05/12/2019 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  288345914 |         0 |
| 07/01/2020 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA TRANSFERE |  332728853 |         0 |
| 07/02/2020 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  377268470 |         0 |
| 06/03/2020 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  415449172 |         0 |
| 08/04/2020 |  126.00 | EFIGENIA COGLEY Pago de mantenimiento de |  455217388 |         0 |
| 08/05/2020 |  126.00 | EFIGENIA COGLEY Pago de mantenimiento de |  487514352 |         0 |
| 22/06/2020 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  537941363 |         0 |
| 20/07/2020 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  572627464 |         0 |
| 07/08/2020 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  595715235 |         0 |
| 03/09/2020 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  629882101 |         0 |
| 08/10/2020 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  675146535 |         0 |
| 09/11/2020 |  126.00 | EFIGENIA COGLEY Pago de mantenimiento de |  710001082 |         0 |
| 10/12/2020 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  736212621 |         0 |
| 04/01/2021 |  126.00 | EFIGENIA COGLEY Pago de mantenimiento de |  755078235 |         0 |
| 02/02/2021 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  780368088 |         0 |
| 03/03/2021 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  805330503 |         0 |
| 31/03/2021 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  829646489 |         0 |
| 05/05/2021 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  858317792 |         0 |
| 01/06/2021 |  126.00 | EFIGENIA COGLEY Pago de mantenimiento de |  880908971 |         0 |
| 05/07/2021 |  126.00 | EFIGENIA COGLEY Pago de mantenimiento de |  910200643 |         0 |
| 04/08/2021 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA |  936301859 |         0 |
| 02/09/2021 |  126.00 | EFIGENIA COGLEY Mantenimiento de septiem |  961700570 |         0 |
| 04/10/2021 |  126.00 | EFIGENIA COGLEY Pago de Mantenimiento lo |  988430578 |         0 |
| 02/11/2021 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA | 1014282057 |         0 |
| 09/12/2021 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA | 1042617235 |         0 |
| 04/01/2022 |  126.00 | EFIGENIA COGLEY Pago de mantenimiento de | 1063822365 |         0 |
| 02/02/2022 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA | 1087832258 |         0 |
| 09/03/2022 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA | 1117204599 |         0 |
| 05/04/2022 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA | 1141179969 |         0 |
| 04/05/2022 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA | 1165205721 |         0 |
| 06/06/2022 |  126.00 | EFIGENIA COGLEY Pago de Junio de manteni | 1194340521 |         0 |
| 01/07/2022 |  126.00 | EFIGENIA COGLEY BANCA EN LINEA GLOBAL BA | 1216817436 |         0 |
|  01/6/2019 |  -126.0 |                        mant local 2019-6 |            |           |
|  01/7/2019 |  -126.0 |                        mant local 2019-7 |            |           |
